OMIM_ID	type	ENSID
606439	gene	ENSG00000198513
606440	gene	ENSG00000242866
606441	gene	ENSG00000115317
606442	gene	ENSG00000138443
606443	gene	ENSG00000107175
606444	gene	ENSG00000137504
606446	gene	ENSG00000162739
606447	gene	ENSG00000205937
606448	gene	ENSG00000184470
606449	gene	ENSG00000184489
606450	gene	ENSG00000173848
606452	gene	ENSG00000172667
606453	gene	ENSG00000198589
606454	gene	ENSG00000119718
606455	gene	ENSG00000088808
606456	gene	ENSG00000107833
606457	gene	ENSG00000005700
606458	gene	ENSG00000144655
606459	gene	ENSG00000060491
606461	gene	ENSG00000137574
606462	gene	ENSG00000164754
606463	gene	ENSG00000177628
606464	gene	ENSG00000105697
606465	gene	ENSG00000163884
606466	gene	ENSG00000133246
606467	gene	ENSG00000118514
606468	gene	ENSG00000109534
606469	gene	ENSG00000147573
606470	gene	ENSG00000145912
606471	gene	ENSG00000182117
606472	gene	ENSG00000184402
606473	gene	ENSG00000008324
606474	gene	ENSG00000138100
606475	gene	ENSG00000167775
606476	gene	ENSG00000086544
606477	gene	ENSG00000167720
606478	gene	ENSG00000128513
606479	gene	ENSG00000169992
606480	gene	ENSG00000084073
606481	gene	ENSG00000185133
606484	gene	ENSG00000105887
606485	gene	ENSG00000255529
606486	gene	ENSG00000255112
606487	gene	ENSG00000127252
606488	gene	ENSG00000075914
606489	gene	ENSG00000107371
606490	gene	ENSG00000223496
606491	gene	ENSG00000178896
606492	gene	ENSG00000077348
606493	gene	ENSG00000171311
606494	gene	ENSG00000126091
606495	gene	ENSG00000007047
606496	gene	ENSG00000112116
606497	gene	ENSG00000135226
606498	gene	ENSG00000149516
606499	gene	ENSG00000166930
606500	gene	ENSG00000161055
606501	gene	ENSG00000150712
606502	gene	ENSG00000166927
606503	gene	ENSG00000152455
606504	gene	ENSG00000108349
606505	gene	ENSG00000254093
606508	gene	ENSG00000163534
606509	gene	ENSG00000132704
606510	gene	ENSG00000160856
606511	gene	ENSG00000116141
606512	gene	ENSG00000124507
606513	gene	ENSG00000165912
606514	gene	ENSG00000100055
606515	gene	ENSG00000202198
606516	gene	ENSG00000152601
606517	gene	
606518	gene	ENSG00000113249
606520	gene	ENSG00000204420
606521	gene	ENSG00000125454
606522	gene	ENSG00000184344
606523	gene	ENSG00000196935
606524	gene	ENSG00000266028
606525	gene	ENSG00000196220
606526	gene	ENSG00000115648
606530	gene	ENSG00000135929
606531	gene	ENSG00000164265
606532	gene	ENSG00000142149
606533	gene	ENSG00000169583
606534	gene	ENSG00000021461
606535	gene	ENSG00000214114
606536	gene	ENSG00000169504
606537	gene	ENSG00000128641
606538	gene	ENSG00000197879
606539	gene	ENSG00000176658
606540	gene	ENSG00000167306
606541	gene	ENSG00000169994
606542	gene	ENSG00000061273
606543	gene	ENSG00000048052
606544	gene	ENSG00000164347
606546	gene	ENSG00000283122
606547	gene	ENSG00000110079
606548	gene	ENSG00000110077
606549	gene	ENSG00000166959
606550	gene	ENSG00000071203
606551	gene	ENSG00000061337
606553	gene	ENSG00000065054
606555	gene	ENSG00000100505
606556	gene	ENSG00000106785
606557	gene	ENSG00000119866
606558	gene	ENSG00000127152
606559	gene	ENSG00000132274
606560	gene	ENSG00000164871
606561	gene	ENSG00000123643
606562	gene	ENSG00000136404
606563	gene	ENSG00000213996
606564	gene	ENSG00000124225
606565	gene	ENSG00000137648
606566	gene	ENSG00000101306
606567	gene	ENSG00000169903
606568	gene	ENSG00000163818
606569	gene	ENSG00000211456
606570	gene	ENSG00000106483
606571	gene	ENSG00000168675
606572	gene	ENSG00000255346
606573	gene	ENSG00000111816
606575	gene	ENSG00000082126
606576	gene	ENSG00000165632
606577	gene	ENSG00000101082
606578	gene	ENSG00000143595
606580	gene	ENSG00000125741
606582	gene	ENSG00000198719
606583	gene	ENSG00000126432
606584	gene	ENSG00000076201
606585	gene	ENSG00000132464
606586	gene	ENSG00000039560
606587	gene	ENSG00000072135
606588	gene	ENSG00000142182
606589	gene	ENSG00000071189
606590	gene	ENSG00000182446
606591	gene	ENSG00000172732
606592	gene	
606594	gene	ENSG00000145391
606596	gene	ENSG00000181027
606597	gene	ENSG00000135903
606598	gene	ENSG00000104381
606599	gene	ENSG00000265972
606600	gene	ENSG00000058335
606601	gene	
606602	gene	ENSG00000164929
606603	gene	ENSG00000186197
606604	gene	ENSG00000156804
606605	gene	ENSG00000164053
606607	gene	ENSG00000101182
606608	gene	ENSG00000137693
606609	gene	ENSG00000213689
606610	gene	ENSG00000088833
606611	gene	ENSG00000177243
606614	gene	ENSG00000113319
606615	gene	ENSG00000166135
606618	gene	ENSG00000276023
606619	gene	ENSG00000249948
606620	gene	ENSG00000158714
606621	gene	ENSG00000114446
606622	gene	ENSG00000138375
606623	gene	ENSG00000025423
606624	gene	ENSG00000178403
606625	gene	ENSG00000026751
606626	gene	ENSG00000100592
606627	gene	ENSG00000146122
606628	gene	ENSG00000124713
606629	gene	ENSG00000079841
606630	gene	ENSG00000176406
606633	gene	ENSG00000170374
606634	gene	ENSG00000161634
606635	gene	ENSG00000154646
606636	gene	ENSG00000091592
606637	gene	ENSG00000237575
606638	gene	ENSG00000265060
606639	gene	ENSG00000168827
606644	gene	ENSG00000162729
606645	gene	ENSG00000047365
606646	gene	ENSG00000186635
606647	gene	ENSG00000120318
606648	gene	ENSG00000164485
606649	gene	ENSG00000127124
606650	gene	ENSG00000198785
606651	gene	ENSG00000116032
606652	gene	ENSG00000135077
606653	gene	ENSG00000133067
606654	gene	ENSG00000171509
606655	gene	ENSG00000133105
606659	gene	ENSG00000150779
606663	gene	ENSG00000134013
606665	gene	ENSG00000122375
606666	gene	ENSG00000205213
606667	gene	ENSG00000139292
606669	gene	ENSG00000089327
606670	gene	ENSG00000204619
606671	gene	ENSG00000213672
606672	gene	ENSG00000185245
606673	gene	ENSG00000100024
606676	gene	ENSG00000187688
606677	gene	ENSG00000198178
606678	gene	ENSG00000144481
606679	gene	ENSG00000127412
606680	gene	ENSG00000165125
606681	gene	ENSG00000165671
606682	gene	ENSG00000100099
606683	gene	ENSG00000137726
606684	gene	ENSG00000221946
606686	gene	ENSG00000111361
606687	gene	ENSG00000115211
606691	gene	ENSG00000186567
606692	gene	ENSG00000131653
606694	gene	ENSG00000113569
606695	gene	ENSG00000054277
606696	gene	ENSG00000186625
606697	gene	ENSG00000180855
606698	gene	ENSG00000039600
606699	gene	ENSG00000198265
606700	gene	ENSG00000167470
606701	gene	ENSG00000165606
606702	gene	ENSG00000170927
606704	gene	ENSG00000119737
606706	gene	ENSG00000165091
606707	gene	ENSG00000149488
606709	gene	ENSG00000164099
606710	gene	ENSG00000183722
606714	gene	ENSG00000146278
606715	gene	ENSG00000072182
606716	gene	ENSG00000144035
606717	gene	ENSG00000132530
606718	gene	ENSG00000155850
606720	gene	ENSG00000111405
606722	gene	ENSG00000104490
606723	gene	ENSG00000089022
606724	gene	ENSG00000079277
606725	gene	ENSG00000128973
606726	gene	ENSG00000124140
606727	gene	ENSG00000119919
606728	gene	ENSG00000168497
606729	gene	ENSG00000184792
606730	gene	ENSG00000141447
606731	gene	ENSG00000130703
606732	gene	ENSG00000070882
606733	gene	ENSG00000021762
606734	gene	ENSG00000079156
606735	gene	ENSG00000006025
606736	gene	ENSG00000091039
606737	gene	ENSG00000117859
606738	gene	ENSG00000144645
606739	gene	ENSG00000144909
606740	gene	ENSG00000167384
606741	gene	ENSG00000197841
606742	gene	ENSG00000038295
606743	gene	ENSG00000095587
606745	gene	ENSG00000148498
606746	gene	ENSG00000074842
606747	gene	ENSG00000136451
606748	gene	ENSG00000103187
606749	gene	ENSG00000137251
606750	gene	ENSG00000124256
606751	gene	ENSG00000166682
606753	gene	ENSG00000243725
606754	gene	ENSG00000101347
606755	gene	ENSG00000142619
606756	gene	ENSG00000132196
606757	gene	ENSG00000188687
606758	gene	ENSG00000137857
606759	gene	ENSG00000140279
606761	gene	ENSG00000103150
606765	gene	ENSG00000115705
606767	gene	ENSG00000171126
606769	gene	ENSG00000163312
606774	gene	ENSG00000100253
606775	gene	ENSG00000114646
606776	gene	ENSG00000159495
606778	gene	ENSG00000084112
606779	gene	ENSG00000141298
606780	gene	ENSG00000172830
606781	gene	ENSG00000163931
606782	gene	ENSG00000150048
606783	gene	ENSG00000165682
606784	gene	ENSG00000105723
606786	gene	ENSG00000167850
606790	gene	ENSG00000167851
606791	gene	ENSG00000132958
606792	gene	ENSG00000134489
606793	gene	ENSG00000141279
606794	gene	ENSG00000183048
606795	gene	ENSG00000100372
606796	gene	ENSG00000100380
606797	gene	ENSG00000149418
606800	gene	ENSG00000171298
606801	gene	ENSG00000090316
606802	gene	ENSG00000269404
606803	gene	ENSG00000162390
606804	gene	ENSG00000135052
606805	gene	ENSG00000173905
606806	gene	ENSG00000160282
606807	gene	ENSG00000144730
606808	gene	ENSG00000095777
606809	gene	ENSG00000182827
606810	gene	ENSG00000100033
606811	gene	ENSG00000159423
606813	gene	ENSG00000160326
606814	gene	ENSG00000156575
606815	gene	ENSG00000179862
606816	gene	ENSG00000072858
606817	gene	ENSG00000171611
606818	gene	ENSG00000254986
606819	gene	ENSG00000074603
606820	gene	ENSG00000023572
606821	gene	ENSG00000164597
606822	gene	ENSG00000085998
606823	gene	ENSG00000020181
606825	gene	ENSG00000136205
606826	gene	ENSG00000161381
606827	gene	ENSG00000120594
606828	gene	ENSG00000124357
606829	gene	ENSG00000165060
606830	gene	ENSG00000135049
606831	gene	ENSG00000091106
606832	gene	ENSG00000164307
606833	gene	ENSG00000055609
606834	gene	ENSG00000272333
606836	gene	ENSG00000140297
606837	gene	ENSG00000023287
606838	gene	ENSG00000103490
606839	gene	ENSG00000099834
606841	gene	ENSG00000158796
606844	gene	ENSG00000116127
606845	gene	ENSG00000047932
606846	gene	ENSG00000115593
606847	gene	ENSG00000070814
606848	gene	ENSG00000151414
606849	gene	ENSG00000198258
606850	gene	ENSG00000151338
606853	gene	ENSG00000213760
606855	gene	ENSG00000171136
606857	gene	ENSG00000001084
606860	gene	ENSG00000149131
606861	gene	ENSG00000171053
606862	gene	ENSG00000170909
606863	gene	ENSG00000198846
606865	gene	ENSG00000172461
606866	gene	ENSG00000149792
606867	gene	ENSG00000114745
606868	gene	ENSG00000064393
606869	gene	ENSG00000213614
606870	gene	ENSG00000154721
606871	gene	ENSG00000166086
606872	gene	ENSG00000105879
606873	gene	ENSG00000049860
606876	gene	ENSG00000180957
606877	gene	
606878	gene	ENSG00000139223
606879	gene	ENSG00000092621
606880	gene	ENSG00000118412
606881	gene	ENSG00000135723
606882	gene	ENSG00000123191
606883	gene	ENSG00000198001
606884	gene	ENSG00000003756
606885	gene	ENSG00000122971
606886	gene	ENSG00000004534
606887	gene	ENSG00000139531
606888	gene	ENSG00000147434
606890	gene	ENSG00000054983
606891	gene	ENSG00000132185
606892	gene	ENSG00000117758
606897	gene	ENSG00000143669
606898	gene	ENSG00000130433
606899	gene	ENSG00000105605
606900	gene	ENSG00000142408
606902	gene	ENSG00000171016
606903	gene	ENSG00000163348
606905	gene	ENSG00000124126
606906	gene	ENSG00000122687
606907	gene	ENSG00000204444
606908	gene	ENSG00000149182
606909	gene	ENSG00000117533
606910	gene	ENSG00000137875
606911	gene	ENSG00000085365
606912	gene	ENSG00000140497
606913	gene	ENSG00000116521
606914	gene	ENSG00000135549
606915	gene	ENSG00000112218
606916	gene	ENSG00000156097
606917	gene	ENSG00000180929
606918	gene	ENSG00000066455
606919	gene	ENSG00000223802
606920	gene	ENSG00000143418
606921	gene	ENSG00000155269
606922	gene	ENSG00000165621
606923	gene	ENSG00000196917
606925	gene	ENSG00000186867
606926	gene	ENSG00000184574
606927	gene	ENSG00000146385
606929	gene	ENSG00000051596
606930	gene	ENSG00000079134
606932	gene	ENSG00000111237
606933	gene	ENSG00000077498
606934	gene	ENSG00000137806
606935	gene	ENSG00000134453
606936	gene	ENSG00000130529
606938	gene	ENSG00000188690
606939	gene	ENSG00000147416
606940	gene	ENSG00000091656
606941	gene	ENSG00000086848
606942	gene	ENSG00000105669
606944	gene	ENSG00000112851
606945	gene	ENSG00000130164
606946	gene	ENSG00000176248
606947	gene	ENSG00000053900
606948	gene	ENSG00000089053
606949	gene	ENSG00000196510
606950	gene	ENSG00000072657
606951	gene	ENSG00000115267
606953	gene	ENSG00000117308
606954	gene	ENSG00000256771
606956	gene	ENSG00000152454
606957	gene	ENSG00000197134
606958	gene	ENSG00000072415
606959	gene	ENSG00000105926
606961	gene	ENSG00000239779
606962	gene	ENSG00000132471
606964	gene	ENSG00000112079
606965	gene	ENSG00000164896
606967	gene	ENSG00000213398
606968	gene	ENSG00000103319
606969	gene	ENSG00000179409
606973	gene	ENSG00000166685
606974	gene	ENSG00000135775
606975	gene	ENSG00000136152
606976	gene	ENSG00000103051
606977	gene	ENSG00000133103
606978	gene	ENSG00000168434
606979	gene	ENSG00000213380
606980	gene	ENSG00000163050
606981	gene	ENSG00000186469
606982	gene	ENSG00000152904
606983	gene	ENSG00000062282
606985	gene	ENSG00000109911
606987	gene	ENSG00000114124
606988	gene	ENSG00000187446
606989	gene	ENSG00000005381
606990	gene	ENSG00000184432
606991	gene	ENSG00000176095
606992	gene	ENSG00000068745
606993	gene	ENSG00000161896
606994	gene	ENSG00000061938
606997	gene	ENSG00000197223
606998	gene	ENSG00000137312
606999	gene	ENSG00000213930
607000	gene	ENSG00000008838
607001	gene	ENSG00000181090
607002	gene	ENSG00000163421
607003	gene	ENSG00000145777
607005	gene	ENSG00000082516
607006	gene	ENSG00000152147
607007	gene	ENSG00000143553
607008	gene	ENSG00000117054
607009	gene	ENSG00000119121
607010	gene	ENSG00000272886
607011	gene	ENSG00000251694
607012	gene	ENSG00000145734
607013	gene	ENSG00000104221
607018	gene	ENSG00000117114
607019	gene	ENSG00000153179
607020	gene	ENSG00000266094
607021	gene	ENSG00000100095
607022	gene	ENSG00000124092
607023	gene	ENSG00000145632
607024	gene	ENSG00000138231
607025	gene	ENSG00000165304
607026	gene	ENSG00000166833
607027	gene	ENSG00000114573
607028	gene	ENSG00000159720
607029	gene	ENSG00000168899
607030	gene	ENSG00000115271
607031	gene	ENSG00000121897
607032	gene	ENSG00000157106
607033	gene	ENSG00000029639
607035	gene	ENSG00000107882
607036	gene	ENSG00000128928
607037	gene	ENSG00000113790
607038	gene	ENSG00000155719
607040	gene	ENSG00000121270
607041	gene	ENSG00000140798
607042	gene	ENSG00000188603
607043	gene	ENSG00000056972
607045	gene	ENSG00000255794
607046	gene	ENSG00000100216
607047	gene	ENSG00000066427
607048	gene	ENSG00000131748
607049	gene	ENSG00000164211
607050	gene	ENSG00000172345
607051	gene	ENSG00000174448
607052	gene	ENSG00000114383
607054	gene	ENSG00000174307
607055	gene	ENSG00000162851
607056	gene	ENSG00000081148
607057	gene	ENSG00000184979
607058	gene	ENSG00000159248
607059	gene	ENSG00000147804
607061	gene	ENSG00000110958
607062	gene	ENSG00000079150
607063	gene	ENSG00000141756
607064	gene	ENSG00000163710
607065	gene	ENSG00000115828
607066	gene	ENSG00000167723
607067	gene	ENSG00000256762
607068	gene	ENSG00000114395
607069	gene	ENSG00000126062
607070	gene	ENSG00000004838
607071	gene	ENSG00000114378
607072	gene	ENSG00000114388
607073	gene	ENSG00000243477
607074	gene	ENSG00000105287
607075	gene	ENSG00000106244
607076	gene	ENSG00000137558
607077	gene	ENSG00000115825
607079	gene	ENSG00000132677
607081	gene	ENSG00000139192
607082	gene	ENSG00000007402
607083	gene	ENSG00000147548
607089	gene	ENSG00000166946
607090	gene	ENSG00000117614
607092	gene	ENSG00000063176
607093	gene	ENSG00000177000
607094	gene	ENSG00000171150
607096	gene	ENSG00000197891
607097	gene	ENSG00000168065
607099	gene	ENSG00000172273
607100	gene	ENSG00000144061
607102	gene	ENSG00000184937
607103	gene	ENSG00000107669
607104	gene	ENSG00000149115
607105	gene	ENSG00000074771
607106	gene	ENSG00000101294
607108	gene	ENSG00000007372
607109	gene	ENSG00000128383
607110	gene	ENSG00000179750
607111	gene	ENSG00000133104
607112	gene	ENSG00000116661
607113	gene	ENSG00000239713
607114	gene	ENSG00000149451
607117	gene	ENSG00000147316
607118	gene	ENSG00000114686
607119	gene	ENSG00000034677
607120	gene	ENSG00000182621
607122	gene	ENSG00000169618
607123	gene	ENSG00000101292
607124	gene	ENSG00000067113
607125	gene	ENSG00000162407
607126	gene	ENSG00000141934
607127	gene	ENSG00000082805
607128	gene	ENSG00000107854
607129	gene	ENSG00000135596
607130	gene	ENSG00000141564
607137	gene	ENSG00000152795
607138	gene	ENSG00000143578
607139	gene	ENSG00000187741
607141	gene	ENSG00000122694
607144	gene	ENSG00000182858
607145	gene	ENSG00000047579
607146	gene	ENSG00000172367
607147	gene	ENSG00000177707
607149	gene	ENSG00000076043
607150	gene	ENSG00000163497
607153	gene	ENSG00000119185
607156	gene	ENSG00000064225
607157	gene	ENSG00000161640
607158	gene	ENSG00000151650
607159	gene	ENSG00000108175
607160	gene	ENSG00000128524
607162	gene	ENSG00000101638
607163	gene	ENSG00000115318
607164	gene	ENSG00000179528
607165	gene	ENSG00000132824
607166	gene	ENSG00000135951
607167	gene	ENSG00000125971
607168	gene	ENSG00000168589
607169	gene	ENSG00000112812
607170	gene	ENSG00000163703
607171	gene	ENSG00000184164
607172	gene	ENSG00000144589
607173	gene	ENSG00000115233
607175	gene	ENSG00000111266
607176	gene	ENSG00000183166
607177	gene	ENSG00000162783
607178	gene	ENSG00000162366
607179	gene	ENSG00000244462
607180	gene	ENSG00000163827
607181	gene	ENSG00000163825
607182	gene	ENSG00000163820
607183	gene	ENSG00000113615
607184	gene	ENSG00000138802
607185	gene	ENSG00000176986
607186	gene	ENSG00000150961
607187	gene	ENSG00000008513
607188	gene	ENSG00000157350
607189	gene	ENSG00000135824
607190	gene	ENSG00000127074
607191	gene	ENSG00000091844
607192	gene	ENSG00000150681
607193	gene	ENSG00000147509
607194	gene	ENSG00000168267
607198	gene	ENSG00000042088
607199	gene	ENSG00000117595
607201	gene	ENSG00000125944
607203	gene	ENSG00000151748
607204	gene	ENSG00000134644
607205	gene	ENSG00000055917
607206	gene	ENSG00000179148
607207	gene	ENSG00000103266
607209	gene	ENSG00000100065
607210	gene	ENSG00000198286
607211	gene	ENSG00000141527
607212	gene	ENSG00000187796
607213	gene	ENSG00000091651
607215	gene	ENSG00000131697
607216	gene	ENSG00000146555
607217	gene	ENSG00000069188
607218	gene	ENSG00000128604
607219	gene	ENSG00000149972
607220	gene	ENSG00000134115
607222	gene	ENSG00000134452
607223	gene	ENSG00000112562
607224	gene	ENSG00000149716
607226	gene	ENSG00000163517
607227	gene	ENSG00000170255
607228	gene	ENSG00000183695
607229	gene	ENSG00000179826
607230	gene	ENSG00000179817
607231	gene	ENSG00000172938
607232	gene	ENSG00000184350
607233	gene	ENSG00000172935
607234	gene	ENSG00000182170
607235	gene	ENSG00000204687
607237	gene	ENSG00000181585
607238	gene	ENSG00000173163
607240	gene	ENSG00000183955
607241	gene	ENSG00000181617
607242	gene	ENSG00000183020
607243	gene	ENSG00000100478
607244	gene	ENSG00000081014
607245	gene	ENSG00000134262
607246	gene	ENSG00000065000
607247	gene	ENSG00000154645
607249	gene	ENSG00000166762
607251	gene	ENSG00000177370
607252	gene	ENSG00000128335
607253	gene	ENSG00000128284
607254	gene	ENSG00000100336
607255	gene	ENSG00000128313
607256	gene	ENSG00000221963
607257	gene	ENSG00000110693
607260	gene	ENSG00000006659
607261	gene	ENSG00000173040
607262	gene	ENSG00000063245
607263	gene	ENSG00000072134
607264	gene	ENSG00000049283
607265	gene	ENSG00000113282
607267	gene	ENSG00000148229
607268	gene	ENSG00000104472
607269	gene	ENSG00000115350
607270	gene	ENSG00000158321
607272	gene	ENSG00000080986
607273	gene	ENSG00000154803
607274	gene	ENSG00000101557
607275	gene	ENSG00000171476
607280	gene	ENSG00000144619
607281	gene	ENSG00000175324
607282	gene	ENSG00000204392
607283	gene	ENSG00000170860
607284	gene	ENSG00000130520
607285	gene	ENSG00000106355
607286	gene	ENSG00000164167
607287	gene	ENSG00000130332
607288	gene	ENSG00000128534
607289	gene	ENSG00000188428
607290	gene	ENSG00000164054
607291	gene	ENSG00000275066
607292	gene	ENSG00000196189
607293	gene	ENSG00000112782
607294	gene	ENSG00000118707
607295	gene	ENSG00000133454
607296	gene	ENSG00000136888
607297	gene	ENSG00000171840
607298	gene	ENSG00000127588
607299	gene	ENSG00000187957
607300	gene	ENSG00000174231
607301	gene	ENSG00000117360
607303	gene	ENSG00000185787
607305	gene	
607306	gene	ENSG00000277893
607307	gene	ENSG00000118407
607309	gene	ENSG00000129354
607310	gene	ENSG00000069206
607311	gene	ENSG00000082175
607312	gene	ENSG00000105939
607314	gene	ENSG00000167791
607315	gene	ENSG00000105507
607318	gene	ENSG00000138131
607319	gene	ENSG00000163935
607320	gene	ENSG00000171777
607321	gene	ENSG00000132681
607325	gene	ENSG00000088387
607327	gene	ENSG00000139793
607328	gene	ENSG00000186834
607331	gene	ENSG00000164610
607332	gene	ENSG00000134986
607333	gene	ENSG00000082146
607334	gene	ENSG00000115993
607335	gene	ENSG00000039987
607336	gene	ENSG00000142959
607337	gene	ENSG00000127325
607338	gene	ENSG00000104660
607340	gene	ENSG00000136928
607342	gene	ENSG00000214575
607343	gene	ENSG00000101115
607344	gene	ENSG00000108423
607345	gene	ENSG00000074935
607347	gene	ENSG00000073331
607348	gene	ENSG00000197921
607349	gene	ENSG00000171914
607350	gene	ENSG00000197892
607351	gene	ENSG00000072422
607352	gene	ENSG00000008853
607353	gene	ENSG00000164292
607355	gene	ENSG00000126070
607356	gene	ENSG00000134698
607357	gene	ENSG00000185760
607358	gene	ENSG00000160224
607359	gene	ENSG00000158941
607360	gene	ENSG00000135413
607362	gene	ENSG00000182175
607363	gene	ENSG00000184445
607365	gene	ENSG00000163898
607366	gene	ENSG00000184261
607367	gene	ENSG00000152315
607368	gene	ENSG00000124249
607369	gene	ENSG00000095981
607370	gene	ENSG00000124780
607372	gene	ENSG00000099917
607374	gene	ENSG00000137492
607375	gene	ENSG00000104885
607376	gene	ENSG00000175203
607377	gene	ENSG00000163352
607378	gene	ENSG00000142864
607379	gene	ENSG00000186575
607380	gene	ENSG00000204104
607381	gene	ENSG00000105197
607382	gene	ENSG00000105270
607383	gene	ENSG00000099800
607384	gene	ENSG00000100575
607385	gene	ENSG00000182050
607386	gene	ENSG00000138002
607387	gene	ENSG00000137100
607388	gene	ENSG00000132286
607389	gene	ENSG00000145687
607390	gene	ENSG00000157216
607391	gene	ENSG00000130511
607392	gene	ENSG00000018408
607393	gene	ENSG00000134371
607394	gene	ENSG00000137709
607396	gene	ENSG00000183864
607397	gene	ENSG00000185231
607399	gene	ENSG00000153898
607400	gene	ENSG00000055732
607401	gene	ENSG00000183709
607402	gene	ENSG00000197110
607403	gene	ENSG00000182393
607404	gene	ENSG00000185436
607405	gene	ENSG00000135569
607406	gene	ENSG00000118804
607407	gene	ENSG00000108001
607408	gene	ENSG00000182346
607409	gene	ENSG00000124785
607410	gene	ENSG00000197587
607412	gene	ENSG00000198183
607414	gene	ENSG00000153266
607415	gene	ENSG00000232307
607416	gene	ENSG00000134121
607418	gene	ENSG00000179562
607419	gene	ENSG00000142252
607420	gene	ENSG00000139112
607421	gene	ENSG00000086288
607422	gene	ENSG00000100116
607423	gene	ENSG00000130714
607424	gene	ENSG00000149124
607425	gene	ENSG00000183153
607427	gene	ENSG00000132199
607428	gene	ENSG00000183853
607429	gene	ENSG00000148459
607430	gene	ENSG00000071626
607431	gene	ENSG00000183283
607433	gene	ENSG00000247596
607434	gene	ENSG00000172432
607435	gene	ENSG00000132591
607436	gene	ENSG00000218823
607437	gene	ENSG00000111291
607439	gene	ENSG00000009830
607440	gene	ENSG00000106692
607441	gene	ENSG00000133106
607442	gene	ENSG00000143924
607443	gene	ENSG00000169393
607444	gene	ENSG00000126524
607445	gene	ENSG00000184708
607448	gene	ENSG00000148734
607449	gene	ENSG00000056291
607451	gene	ENSG00000101216
607452	gene	ENSG00000034713
607455	gene	ENSG00000156639
607456	gene	ENSG00000141076
607460	gene	ENSG00000144837
607461	gene	ENSG00000141627
607462	gene	ENSG00000111676
607463	gene	ENSG00000104881
607465	gene	ENSG00000140326
607466	gene	ENSG00000129472
607467	gene	ENSG00000184293
607468	gene	ENSG00000181656
607469	gene	ENSG00000138744
607470	gene	ENSG00000141376
607471	gene	ENSG00000124243
607472	gene	ENSG00000136758
607474	gene	ENSG00000113924
607477	gene	ENSG00000075218
607478	gene	ENSG00000139287
607479	gene	ENSG00000154856
607481	gene	ENSG00000151611
607484	gene	ENSG00000102981
607489	gene	ENSG00000112659
607490	gene	ENSG00000166816
607491	gene	ENSG00000101346
607492	gene	ENSG00000175115
607493	gene	ENSG00000071243
607494	gene	ENSG00000109452
607496	gene	ENSG00000163072
607497	gene	ENSG00000112309
607502	gene	ENSG00000154309
607503	gene	ENSG00000140323
607505	gene	ENSG00000115687
607506	gene	ENSG00000138316
607509	gene	ENSG00000166106
607510	gene	ENSG00000145536
607511	gene	ENSG00000140470
607512	gene	ENSG00000140873
607513	gene	ENSG00000145808
607515	gene	ENSG00000145287
607517	gene	ENSG00000239961
607518	gene	ENSG00000175489
607519	gene	ENSG00000102699
607520	gene	ENSG00000182223
607521	gene	ENSG00000110756
607522	gene	ENSG00000166189
607524	gene	ENSG00000204618
607525	gene	ENSG00000066379
607526	gene	ENSG00000131469
607527	gene	ENSG00000119314
607528	gene	ENSG00000154133
607529	gene	ENSG00000031698
607530	gene	ENSG00000240990
607531	gene	ENSG00000118922
607532	gene	ENSG00000083535
607533	gene	ENSG00000083520
607534	gene	ENSG00000015153
607535	gene	ENSG00000163602
607536	gene	ENSG00000105662
607537	gene	ENSG00000184384
607538	gene	ENSG00000166579
607542	gene	ENSG00000053918
607544	gene	ENSG00000138095
607545	gene	ENSG00000052802
607546	gene	ENSG00000163606
607547	gene	ENSG00000163923
607548	gene	ENSG00000104941
607549	gene	ENSG00000166351
607550	gene	ENSG00000112394
607551	gene	ENSG00000128228
607553	gene	ENSG00000261150
607555	gene	ENSG00000186283
607556	gene	ENSG00000233608
607557	gene	ENSG00000179520
607558	gene	ENSG00000100003
607559	gene	ENSG00000102858
607560	gene	ENSG00000116584
607562	gene	ENSG00000162594
607563	gene	ENSG00000091664
607564	gene	ENSG00000121236
607566	gene	ENSG00000112425
607567	gene	ENSG00000118733
607568	gene	ENSG00000139428
607570	gene	ENSG00000108406
607571	gene	ENSG00000183032
607573	gene	ENSG00000130479
607574	gene	ENSG00000100299
607575	gene	ENSG00000093072
607576	gene	ENSG00000099954
607577	gene	ENSG00000197217
607579	gene	ENSG00000149742
607580	gene	ENSG00000184999
607581	gene	ENSG00000149452
607582	gene	ENSG00000197901
607583	gene	ENSG00000104883
607585	gene	ENSG00000149311
607586	gene	ENSG00000138380
607587	gene	ENSG00000172458
607588	gene	ENSG00000100023
607589	gene	ENSG00000101049
607590	gene	ENSG00000138686
607591	gene	ENSG00000104205
607593	gene	ENSG00000137337
607599	gene	ENSG00000121039
607601	gene	ENSG00000127666
607603	gene	ENSG00000168418
607604	gene	ENSG00000168263
607605	gene	ENSG00000182793
607606	gene	ENSG00000171403
607607	gene	ENSG00000138750
607608	gene	ENSG00000166311
607609	gene	ENSG00000131013
607610	gene	ENSG00000163746
607611	gene	ENSG00000187838
607612	gene	ENSG00000114698
607613	gene	ENSG00000069248
607614	gene	ENSG00000030066
607615	gene	ENSG00000139496
607617	gene	ENSG00000111581
607618	gene	ENSG00000182810
607619	gene	ENSG00000172159
607620	gene	ENSG00000184374
607621	gene	ENSG00000158270
607622	gene	ENSG00000163344
607623	gene	ENSG00000141458
607627	gene	ENSG00000183566
607629	gene	ENSG00000117362
